"frame","x [nm]","y [nm]"
2,2674.01,1769.76
2,8178.35,8989.37
2,5939.32,1078.61
2,8118.85,4095.21
2,4014.95,9216.10
2,2993.02,5967.51
2,4892.06,3008.21
2,9983.10,722.24
2,9972.56,6375.56
2,6849.97,7983.78
2,7867.22,5220.17
2,1010.96,2351.17
2,4942.33,9433.91
2,1241.54,7876.78
2,6155.13,4338.59
2,8036.90,4570.76
2,5394.00,297.89
2,7620.33,3440.47
2,6665.12,4104.08
2,178.36,9084.46
2,4114.93,5853.95
2,7271.82,8659.08
2,9998.17,5591.09
2,6364.81,4155.99
2,8363.40,7061.06
2,3801.00,2782.16
2,5731.19,2801.59
2,3061.92,775.57
2,9979.86,7269.93
2,6211.16,6092.23
2,4674.33,6318.09
2,431.91,9734.30
2,7316.95,7121.84
3,6146.35,3106.04
3,5559.17,8220.70
3,3699.71,5295.80
3,3808.58,4356.91
3,2271.57,3111.10
3,4672.21,954.05
3,9076.70,4904.71
3,2603.73,3465.21
3,9424.68,6064.90
3,4206.64,7165.60
3,3006.91,8330.23
3,9477.06,2469.50
3,241.73,6966.99
3,2617.51,3814.48
3,7518.02,842.06
3,2169.75,2458.95
3,9143.89,4814.20
3,8136.97,425.13
3,2245.30,6745.88
3,7398.26,8313.43
3,6607.15,8514.59
3,2960.03,7945.72
3,2770.98,6828.31
3,169.00,1031.28
3,6701.64,3261.43
3,9854.92,2872.28
3,5174.39,5430.58
3,8583.65,11.04
3,7715.74,2790.31
3,8895.81,7058.03
3,5125.81,5174.69
3,8294.87,4206.45
3,6835.77,5031.62
3,8437.15,6968.53
3,1506.25,8205.86
3,9228.33,3122.19
3,7435.36,3354.33
3,3091.59,1781.20
3,5488.36,4226.74
3,7586.58,8102.91
3,4360.23,82.56
3,2836.26,2114.29
3,5980.83,1879.74
3,9576.12,4422.88
3,8952.41,4703.90
3,1838.06,1614.60
3,4197.50,3861.26
3,9753.43,7663.88
3,6826.70,4411.65
3,6660.92,1888.17
3,9017.11,6224.06
3,9287.31,7732.72
3,4324.50,1383.87
3,8407.58,5300.73
3,6268.89,5942.88
3,9456.74,4716.42
3,7107.23,7694.40
3,9514.24,5691.48
3,2162.76,9830.58
3,1558.98,8980.70
3,7220.80,8250.15
3,460.04,1862.20
3,9350.69,7009.56
3,9245.30,3965.57
3,8195.83,5125.00
3,9970.78,1129.00
3,8026.01,9178.62
3,4044.20,1248.15
3,3060.10,8467.67
3,9462.74,586.35
3,2389.27,5243.47
3,8531.38,672.30
3,1492.93,5874.40
3,6233.88,4252.83
3,7970.41,7304.49
3,8266.99,2867.54
3,5494.80,4037.53
3,7730.90,6200.11
3,9880.85,9879.35
3,8019.73,2383.75
3,2494.03,6001.10
3,6949.22,7438.23
3,8875.99,3565.52
3,1687.24,1199.59
3,8695.86,8671.27
3,190.67,2622.67
3,4088.78,9410.42
3,5355.23,4898.49
3,2461.78,5032.95
3,2481.91,6951.02
3,8941.89,2547.12
3,323.55,6045.62
3,3997.69,3059.82
3,5726.24,8352.33
3,1279.97,6531.08
3,7480.74,6367.89
3,530.53,4490.15
3,4101.27,5253.79
3,836.38,1445.97
3,1961.82,824.17
4,8914.17,3344.50
4,8010.43,4574.77
4,314.59,9605.36
4,5665.20,3948.56
4,7938.93,4195.43
4,8792.36,8064.23
4,8237.09,1534.04
4,7237.98,1653.17
4,8128.27,2451.36
4,3144.96,4276.46
4,4366.71,4029.86
4,3967.86,8541.91
4,8321.10,3973.03
4,2643.11,5857.52
4,2187.52,5408.51
4,8699.65,4905.47
4,5691.35,2233.34
4,4265.19,5447.75
4,9402.08,8355.86
4,6705.04,2752.72
4,6207.18,2922.56
4,1562.43,4419.81
4,7386.24,6606.32
4,4943.06,8608.62
4,6713.29,7599.54
4,3063.01,8500.96
4,7152.27,1955.23
4,5395.66,4027.30
4,3809.34,2249.65
4,8490.16,4232.62
4,7520.17,4208.31
4,7254.86,5605.51
4,2915.76,1329.08
4,3285.44,4568.04
4,7737.68,9318.12
4,3040.12,5703.34
4,7134.40,9569.66
4,587.95,3212.86
4,8885.48,6910.07
4,9568.46,1659.39
4,9758.49,6286.02
4,493.58,5723.42
4,4002.69,4586.85
4,633.14,6420.19
4,6725.76,4517.00
4,9867.03,3836.93
4,6405.21,1017.57
4,3556.17,878.48
4,596.75,2145.63
4,2274.39,4772.85
4,7172.52,1716.02
4,3296.85,2766.77
4,6692.56,3428.93
4,4244.34,3426.44
4,4326.91,9516.26
4,1301.35,9808.25
4,6165.34,1975.29
4,8053.08,7006.21
4,8767.34,1526.21
4,6650.30,9342.49
4,9578.94,2522.04
4,6714.52,4444.97
4,7969.78,4636.91
4,4075.63,7869.71
4,4135.15,2144.58
4,9490.02,3286.43
4,1699.22,5875.77
4,4269.46,6143.15
4,7460.30,7468.33
4,4680.57,905.71
4,581.78,3771.26
4,7082.42,4558.94
4,3518.33,867.80
4,8477.23,764.11
4,8054.98,5128.78
4,8683.91,5553.15
4,7140.80,3242.65
4,5038.80,5816.90
4,158.42,6444.43
4,7181.65,9664.77
4,5850.25,962.83
4,7160.55,7961.88
4,5994.85,971.28
4,6086.53,7193.28
4,2510.44,362.32
4,1902.82,1492.29
4,8105.74,3562.85
4,6256.59,8786.25
4,6826.10,5727.74
4,2242.54,8019.80
4,7395.23,2416.93
4,4853.26,4154.13
4,8793.63,7195.32
4,6815.38,3238.51
4,3121.75,4494.79
4,1143.14,9086.06
4,2784.52,243.94
4,3556.32,1060.16
4,1305.88,714.40
4,9979.26,3890.92
5,5881.25,6152.47
5,5443.12,1263.01
5,6532.60,6727.55
5,7007.51,9623.44
5,5767.63,6355.69
5,1522.16,5052.58
5,5709.01,7481.42
5,1861.50,5980.57
5,958.18,7889.45
5,2961.38,2503.92
5,5432.68,9243.19
5,5497.99,1523.13
5,7065.58,7436.44
5,9045.64,7850.09
5,3494.31,4242.82
5,8204.34,8351.10
5,6118.04,1123.09
5,8038.82,2263.60
5,5256.68,3505.17
5,9581.04,221.76
5,3778.78,346.98
5,3742.38,4241.19
5,2384.13,7131.56
5,4861.79,9494.54
5,8857.05,383.74
5,9371.82,5542.69
5,9156.64,5331.77
5,8502.04,6194.28
5,8290.91,2094.54
5,1295.18,8661.31
5,9615.64,3177.19
5,7683.86,1071.05
5,4891.64,6518.46
5,3244.34,6720.00
5,3214.08,6230.26
5,5329.45,9099.02
5,2975.40,6638.80
5,4997.67,2688.67
5,4956.87,5292.47
5,8798.29,5252.16
5,8484.10,8453.41
5,8156.74,2552.73
5,6525.62,6171.36
5,3236.89,8928.62
5,9386.00,9027.89
5,7152.42,7073.38
5,6282.36,5304.69
5,7382.27,384.92
5,5027.93,745.41
5,8334.77,5902.64
5,6638.17,5631.31
5,1618.47,9328.68
5,4184.90,7216.27
5,7868.45,3211.31
5,9670.37,6053.38
5,6996.79,8509.96
5,7259.71,6064.59
5,2531.75,9449.60
5,5810.54,4428.39
5,7283.92,5852.56
5,200.83,3236.18
5,6615.30,2891.14
5,8877.59,2891.73
5,4932.24,7310.76
5,8375.74,9351.14
5,6825.30,6261.53
5,7046.16,8810.45
5,77.40,8215.10
5,8408.14,8640.16
5,8850.72,8322.40
5,2871.96,4796.75
5,2128.83,9516.21
5,2257.89,781.23
5,2620.82,7138.15
5,8428.42,8593.99
5,8502.30,9002.01
5,8903.28,6683.88
5,9349.76,2541.10
5,1430.21,9763.59
5,2191.44,1608.51
5,4300.91,3102.71
5,2375.96,3840.63
5,3516.62,1476.32
5,7568.10,7540.14
5,4439.24,4338.58
5,7297.04,9700.38
5,8869.14,9222.26
5,1525.84,7147.08
5,621.50,9061.49
5,5408.38,3822.48
5,5082.37,6316.56
5,6656.16,3380.17
5,2846.87,9939.64
5,7439.64,8963.33
5,6837.87,5132.90
5,5240.30,1189.47
5,8165.20,5925.35
5,5414.12,3373.49
5,714.03,7089.43
5,1793.97,9100.94
6,9295.81,3508.44
6,8161.24,2586.71
6,7091.96,9769.27
6,4267.87,1045.86
6,2962.07,7828.61
6,3143.44,4048.63
6,3810.67,2181.15
6,5606.70,7853.42
6,2661.12,9207.02
6,4882.98,4576.56
6,8091.15,5377.44
6,1284.98,4974.30
6,3369.97,4748.30
6,5831.44,3755.12
6,7162.15,2096.28
6,9684.09,7719.20
6,8351.32,3181.81
6,1784.87,7517.32
6,1474.63,2112.01
6,4751.58,1384.12
6,2765.58,9640.29
6,2448.84,3686.43
6,7291.37,9790.85
6,1447.51,5220.09
6,143.33,3404.69
6,6323.91,820.03
6,1170.62,4565.91
6,9359.37,9024.34
6,6168.54,3591.47
6,1901.34,7120.92
6,1697.25,5483.78
6,4579.98,8023.33
6,6360.82,7480.93
6,9317.14,1008.27
6,7334.72,1476.58
6,7849.15,7170.96
6,3206.78,7067.30
6,1385.25,1097.74
6,7583.31,4996.07
6,5174.94,4494.27
6,8847.53,2924.02
6,5314.43,6002.61
6,5390.64,4817.41
6,3071.23,717.13
6,7200.49,5643.84
6,869.12,1443.31
6,5602.61,4194.43
6,8227.21,5740.28
6,5875.35,1299.45
6,3101.58,9889.02
6,9915.35,4710.04
6,5893.45,4192.83
6,5503.35,3711.25
6,7235.93,7854.78
6,495.87,3091.13
6,2255.29,2657.03
6,6182.81,9883.70
6,4168.63,8246.74
6,8094.00,9886.99
6,4255.88,9134.11
6,3204.10,7082.65
6,2608.51,7993.90
6,3420.57,5186.09
6,4065.46,8322.51
6,1246.76,9194.78
6,6628.41,52.59
6,4672.77,1933.48
6,1922.54,5276.23
6,9337.10,4994.92
6,6707.05,5830.60
6,680.36,8543.43
6,7237.97,9566.69
6,3436.26,21.30
6,1255.47,6572.86
6,2947.64,9077.73
6,9800.34,5288.81
6,2937.90,9692.49
6,2806.69,2880.99
6,5050.41,7242.77
6,2811.33,8912.87
6,1817.18,2512.03
6,3291.76,4127.99
6,9969.71,3661.23
6,2572.63,8076.02
6,9816.33,2047.75
6,2448.11,2120.91
6,6803.09,4916.11
6,8966.25,9660.91
6,5635.21,182.88
6,5126.31,9057.09
6,1436.14,8872.72
6,167.81,7565.13
6,4968.95,6711.10
6,4604.63,8301.34
6,499.18,1163.26
6,4062.60,2212.09
6,8137.72,5555.28
6,3286.98,853.84
6,9332.41,8240.92
6,2109.44,5134.69
7,1989.70,3391.03
7,5593.06,7337.74
7,8466.07,8205.87
7,5037.63,8726.68
7,6311.81,3131.01
7,3355.73,9080.75
7,7038.75,4420.16
7,6162.20,9885.53
7,7546.84,287.31
7,7388.01,6230.88
7,3972.42,8621.65
7,1722.54,8825.35
7,7705.73,387.56
7,3481.25,6106.44
7,5894.84,7540.92
7,504.38,8618.32
7,5334.09,948.88
7,4012.36,1438.66
7,4099.26,9028.30
7,7682.82,288.73
7,1078.04,6647.57
7,9232.43,2292.39
7,9618.45,7726.06
7,18.86,8539.95
7,8958.10,5424.39
7,5066.69,7304.14
7,1807.53,2426.84
7,9965.51,1676.54
7,7848.35,904.55
7,2092.17,89.56
7,5030.33,5773.64
7,6104.41,6547.36
7,5679.54,5900.18
7,7065.63,6907.86
7,1790.41,64.16
7,494.83,5769.53
7,1308.73,8689.54
7,5925.55,8175.95
7,97.66,2946.41
7,1283.60,1030.89
7,3655.73,8809.42
7,4159.43,4776.69
7,5496.47,3597.44
7,5265.01,9525.30
7,8202.38,2692.26
7,6289.10,1244.40
7,8174.12,1395.89
7,9105.49,1772.75
7,3600.35,449.82
7,8467.26,773.57
7,6605.89,9758.69
7,6593.79,4192.67
7,7651.60,3891.64
7,9002.34,1343.14
7,4367.31,6085.04
7,313.62,8547.06
7,3568.77,5440.69
7,296.13,8959.74
7,7255.99,5718.36
7,6372.99,3953.56
7,8252.43,1433.35
7,3585.18,2910.47
7,2966.15,8615.83
7,4561.07,2816.18
7,9275.15,7110.64
7,8202.48,2856.21
7,8748.54,6038.86
7,8920.53,3545.74
7,3331.18,83.73
7,5397.81,1543.71
7,4478.56,847.19
7,3406.73,2087.41
7,1857.13,9147.77
7,3630.39,2196.43
7,5398.80,417.69
7,4398.02,1744.97
7,3689.43,2701.88
7,5934.78,6873.10
7,9800.81,1903.26
7,168.70,4864.17
7,1201.18,9894.33
7,6755.82,5299.00
7,4668.52,5054.41
7,203.20,7089.02
7,1387.45,7721.51
7,9255.07,1549.81
7,7175.40,262.83
7,1917.62,3575.48
7,490.29,7383.09
7,4450.15,5334.08
7,5497.48,9813.20
7,6921.39,9285.32
7,9418.76,8881.22
7,3256.45,4225.97
7,9377.72,3917.39
7,6408.66,4265.98
7,8504.11,8768.36
7,7279.78,3262.86
7,5786.81,4829.53
7,2811.05,9162.17
8,1743.72,8471.07
8,6622.16,316.85
8,1989.22,5347.72
8,4296.19,2146.11
8,8719.66,5593.70
8,7572.89,3941.30
8,5794.61,6151.62
8,6393.10,4565.08
8,4057.96,9773.76
8,8270.38,724.26
8,2888.54,7310.92
8,2108.17,5491.83
8,1640.03,2134.98
8,1315.90,2572.68
8,6510.74,5591.56
8,8614.88,4441.47
8,7310.77,347.02
8,6014.78,697.95
8,8045.85,5176.44
8,708.62,1307.68
8,2182.48,8923.81
8,9767.98,3381.18
8,1862.43,7116.57
8,4314.43,4186.43
8,5878.49,4058.23
8,6138.56,3246.89
8,9936.52,4167.54
8,3264.56,3424.17
8,7670.51,3584.13
8,584.49,7423.63
8,9610.75,2928.15
8,3484.37,1166.56
8,3593.64,3802.33
8,4574.07,2366.50
8,132.07,7401.55
8,5343.26,8136.09
8,2150.04,7395.03
8,9226.88,6118.67
8,6226.98,2210.45
8,5379.19,1928.65
8,5493.78,9855.28
8,2412.27,8382.34
8,1981.09,9910.10
8,8738.44,5814.88
8,7500.03,2421.01
8,4370.66,8916.10
8,7453.99,4133.06
8,8286.40,6.52
8,9762.31,775.31
8,3205.82,5872.63
8,9080.69,1796.98
8,9536.35,5719.03
8,244.81,2559.93
8,1277.39,3058.92
8,9435.54,8854.85
8,202.61,5917.51
8,4639.67,1257.14
8,4768.00,7571.02
8,8619.74,8571.46
8,7637.56,8559.29
8,6725.64,180.88
8,7535.26,7285.30
8,6286.02,1494.23
8,9320.08,6254.52
8,3789.61,9613.01
8,5613.88,4692.10
8,2344.69,203.60
8,1282.26,5136.69
8,4506.57,1069.02
8,1097.26,7612.06
8,4179.73,7725.39
8,8176.95,11.91
8,1724.03,6756.63
8,2037.83,2144.18
8,591.67,3345.03
8,2824.42,9405.59
8,2779.91,8447.69
8,5838.22,9250.63
8,349.75,721.40
8,4624.67,6242.18
8,6721.58,4619.68
8,871.99,1600.22
8,1544.05,7929.62
8,6570.83,74.09
8,5193.50,8428.62
8,5968.32,7040.94
8,1710.40,8952.86
8,4000.30,7119.64
8,91.06,1089.24
8,6518.93,3966.19
8,4507.89,3397.71
8,8967.85,984.79
8,2387.73,6196.96
8,3758.74,6784.93
8,3737.99,231.68
8,8052.78,2046.14
8,9731.48,9518.59
8,2422.08,5172.23
8,5132.15,6390.84
8,7067.70,6978.30
9,6896.80,8013.54
9,9207.01,6379.32
9,5107.43,6764.86
9,8065.39,7616.87
9,3081.39,3385.32
9,1640.25,9706.70
9,2650.92,9684.40
9,6950.72,5394.29
9,8029.12,8253.12
9,2027.30,7107.60
9,4168.03,250.60
9,3529.28,6441.05
9,5315.82,8819.28
9,5442.44,28.54
9,5388.22,5898.65
9,1012.88,7750.55
9,4582.67,2989.28
9,6270.88,6875.14
9,8662.94,3052.13
9,1003.43,372.54
9,5195.08,4986.16
9,4976.17,5525.87
9,4630.07,5734.56
9,8343.42,2604.23
9,6904.65,2547.75
9,5862.31,9780.37
9,5096.42,8955.91
9,5441.66,2057.24
9,4788.31,674.89
9,731.46,7497.78
9,7383.76,8696.53
9,2894.61,3524.86
9,6822.15,7729.33
9,5810.43,9735.78
9,8749.07,805.08
9,479.56,1309.70
9,9923.76,8257.84
9,8920.87,6350.06
9,2902.44,7311.20
9,4981.59,9454.21
9,940.39,8405.74
9,1055.18,7227.83
9,8027.08,1327.95
9,4054.49,3038.20
9,5115.91,1730.26
9,4871.38,2789.86
9,5665.99,9914.78
9,1921.83,8928.73
9,6941.98,3962.59
9,3303.44,7519.72
9,3915.39,6452.32
9,1469.25,8257.12
9,6436.57,8702.74
9,3166.77,6923.49
9,8154.93,3686.43
9,1120.67,6987.55
9,7725.05,7266.92
9,8753.22,9267.53
9,5821.13,6059.68
9,8826.94,2183.18
9,6545.31,6121.08
9,994.89,5582.90
9,2384.09,2380.22
9,7959.00,9395.91
9,8408.14,7000.99
9,1349.75,802.47
9,3220.09,2318.17
9,3693.29,6538.05
9,2907.26,6170.49
9,4908.52,9397.25
9,5591.66,1311.46
9,630.52,9496.62
9,2285.66,7806.50
9,242.54,273.34
9,9753.10,926.62
9,7996.06,4663.96
9,2615.14,3844.89
9,8043.39,7830.37
9,2715.97,5343.44
9,8196.48,8839.94
9,9502.99,4348.45
9,8112.84,7225.23
9,6335.03,1411.34
9,3293.54,263.34
9,7522.80,5482.61
9,5502.72,3221.10
9,2863.70,7490.09
9,5791.92,3182.57
9,183.05,5957.52
9,4116.96,5262.52
9,2595.25,675.07
9,1834.30,7588.68
9,6790.17,8557.70
9,5774.61,7090.48
9,8707.09,6507.98
9,9088.95,956.07
9,7025.49,4584.89
9,9683.37,1707.54
9,1689.66,2045.32
9,532.76,7375.76
10,453.00,2825.32
10,3614.83,2233.34
10,1696.41,6524.53
10,9472.01,8351.71
10,1645.82,6990.36
10,9477.91,7098.87
10,2908.46,4716.99
10,8230.55,1772.86
10,9837.96,5239.89
10,9122.76,1365.58
10,6286.90,7488.40
10,7974.10,418.35
10,9802.95,6802.05
10,768.23,2378.10
10,1821.61,1045.74
10,4749.90,2320.07
10,2565.25,9692.54
10,2265.89,5844.58
10,403.80,519.00
10,1773.51,7401.81
10,6150.48,3255.70
10,1946.97,5691.77
10,3132.38,9462.99
10,8522.44,391.29
10,7478.54,9598.81
10,8720.26,8975.41
10,4878.72,3552.84
10,2949.65,228.64
10,545.78,8126.41
10,3710.81,9054.35
10,2722.84,1800.76
10,491.53,1391.50
10,2985.80,9146.47
10,4891.26,198.71
10,4127.55,2035.05
10,5840.56,7203.28
10,9016.39,1260.63
10,3537.12,6832.45
10,3530.86,6938.26
10,6372.69,1567.69
10,681.38,8461.99
10,2704.27,6135.09
10,923.29,6765.02
10,185.07,6572.93
10,2127.84,3258.27
10,2504.34,7014.67
10,2295.90,3033.80
10,1653.82,7842.60
10,7014.54,6374.24
10,5303.70,4870.25
10,7096.98,7041.52
10,6590.56,8958.17
10,9219.85,7066.01
10,3892.67,691.39
10,1305.43,380.78
10,523.64,2700.49
10,8739.77,3423.89
10,6243.22,4870.51
10,9231.94,7541.47
10,6932.30,5433.56
10,6916.76,1569.93
10,8458.08,5454.20
10,3853.51,3746.68
10,2131.92,3647.64
10,202.61,8472.09
10,9536.42,8201.48
10,5074.51,1298.87
10,1988.15,1054.00
10,4445.41,4420.70
10,1135.95,9528.56
10,781.99,2251.47
10,2164.50,5189.07
10,3480.96,6296.63
10,7708.71,2869.63
10,5960.33,9324.94
10,3282.50,3683.11
10,5045.11,3107.15
10,8589.19,521.21
10,849.06,8532.34
10,3926.80,1227.43
10,6501.62,8330.25
10,2443.47,2897.69
10,4184.73,2952.46
10,8991.90,8892.48
10,6469.94,5685.48
10,7325.16,8258.55
10,2242.69,8601.88
10,5075.45,2011.00
10,8910.12,1036.79
10,3111.29,7815.50
10,571.63,219.23
10,2747.94,5434.27
10,5906.59,4924.47
10,1307.69,9998.85
10,6834.26,3103.09
10,6502.23,3433.42
10,7275.39,7117.51
10,5785.31,6732.02
10,563.57,8287.42
10,7968.73,5742.49
11,7479.96,5748.08
11,8933.63,4362.69
11,8471.42,4860.01
11,3360.58,9961.27
11,1329.76,2145.37
11,5452.36,3333.20
11,6929.96,2934.25
11,2416.76,608.84
11,2431.62,6267.69
11,7711.24,6911.10
11,8274.21,8820.89
11,8414.88,826.10
11,5501.64,5300.97
11,845.72,4385.30
11,2359.30,5357.23
11,3094.35,8675.77
11,9274.74,7991.46
11,1876.15,6215.34
11,161.08,8105.94
11,931.94,120.54
11,8696.73,9594.85
11,3182.19,714.07
11,861.67,3668.32
11,6966.59,525.56
11,7673.94,7044.25
11,6892.33,7608.14
11,6661.99,9352.97
11,1750.73,2052.01
11,4505.81,3169.63
11,384.31,4438.67
11,5415.33,824.75
11,9336.72,2196.37
11,3040.00,3316.35
11,7208.49,5463.90
11,348.37,8629.93
11,7348.45,1551.27
11,1913.28,6488.85
11,2784.69,3605.92
11,3311.22,2506.11
11,7337.15,5655.46
11,1151.19,3709.22
11,3815.65,7657.05
11,1997.95,4983.16
11,5970.85,112.02
11,4760.50,8802.40
11,5187.38,5569.24
11,8347.20,625.11
11,4374.92,1745.06
11,5688.58,5583.74
11,3349.42,4262.66
11,2394.21,4168.77
11,5788.01,1319.89
11,946.55,3100.64
11,14.69,5718.68
11,3979.05,1112.33
11,3998.20,5149.36
11,7148.40,3220.34
11,6976.60,779.51
11,1460.95,1128.70
11,6710.44,1712.77
11,3175.54,8601.63
11,8142.39,8880.99
11,9915.47,1717.33
11,7261.17,1417.03
11,4928.26,6945.28
11,4725.98,4451.05
11,3476.60,1389.60
11,795.67,2917.30
11,864.93,2803.26
11,7556.54,7427.13
11,5454.64,3240.08
11,8087.15,5828.53
11,6098.18,6309.31
11,1655.84,8209.75
11,3830.32,5451.74
11,3926.94,3351.48
11,4102.99,8519.65
11,9694.89,4094.70
11,1712.78,2215.03
11,8570.82,1012.20
11,3439.38,3326.27
11,5995.15,1022.88
11,8251.63,4043.90
11,6601.47,7912.58
11,4956.04,6659.91
11,5793.92,643.97
11,2773.85,2522.09
11,1023.94,3232.21
11,6787.63,1742.14
11,1204.72,5865.29
11,4327.71,4964.28
11,5573.22,5169.90
11,2980.26,1377.40
11,1974.11,4308.43
11,9329.38,708.08
11,6628.49,7007.00
11,4437.72,5588.68
11,7605.75,7088.30
11,3345.24,8659.84
11,46.00,7017.01
12,7705.34,8722.31
12,9498.40,3006.15
12,1710.41,9636.72
12,5993.68,3070.29
12,3360.77,4311.73
12,8523.61,7750.03
12,7019.39,2046.87
12,6568.65,6555.88
12,2285.59,3368.87
12,9633.13,3503.32
12,1755.73,9561.52
12,5027.69,4466.46
12,4386.53,4576.40
12,4681.95,8343.13
12,5241.75,3752.56
12,9348.77,254.90
12,3854.94,2134.75
12,7807.68,1584.64
12,1363.74,8446.08
12,984.25,309.81
12,4681.59,9615.63
12,2296.43,3420.20
12,3830.38,5301.00
12,2914.80,5982.30
12,4187.38,4611.06
12,3351.77,5856.19
12,9861.80,5709.74
12,4611.37,7526.09
12,6351.39,3263.73
12,8602.30,9126.69
12,4191.27,1915.91
12,2262.07,308.68
12,9623.98,9217.20
12,1930.12,5353.08
12,3095.49,965.54
12,4343.83,6980.51
12,591.54,2859.36
12,6515.41,6128.30
12,6185.90,166.11
12,1590.00,4708.61
12,8943.52,7810.22
12,5680.49,4985.24
12,288.02,6446.09
12,7952.17,7854.83
12,856.42,7364.71
12,9869.51,4744.24
12,2289.28,3291.85
12,3770.10,8096.97
12,1611.12,6041.97
12,9370.70,9284.50
12,3126.78,5636.26
12,1885.17,2922.23
12,149.52,834.70
12,374.17,1743.04
12,6909.43,7422.85
12,1551.11,4977.17
12,104.99,11.30
12,3351.98,9975.95
12,733.99,3557.77
12,8521.30,5015.61
12,4225.83,4490.98
12,2802.10,2249.75
12,1176.72,3418.53
12,293.41,640.19
12,9598.78,1164.22
12,2078.56,2390.97
12,3902.11,6487.77
12,8941.95,3633.50
12,2965.29,2627.13
12,7785.09,1086.46
12,2383.92,6032.60
12,4200.34,8226.94
12,6980.09,8597.97
12,8427.83,6394.01
12,1885.93,9710.24
12,2561.27,9464.26
12,3142.32,9194.80
12,1274.96,6101.46
12,6291.53,3458.37
12,3919.56,4732.22
12,5971.69,922.08
12,9999.45,9675.60
